likely,improbable,A
primary,secondary,A
usual,unusual,A
higher,high-pitched,S
higher,high,S
higher,low,A
mental,genial,S
mental,physical,A
older,old,S
older,young,A
older,new,A
worse,regretful,S
worse,sorry,S
worse,bad,S
worse,worsened,S
worse,good,A
worse,better,A
worse,unregretful,A
difficult,hard,S
difficult,unmanageable,S
difficult,easy,A
difficult,manageable,A
limited,unlimited,A
reported,unreported,A
half,whole,A
unusual,strange,S
unusual,familiar,A
unusual,usual,A
diminished,wasted,S
diminished,atrophied,S
diminished,hypertrophied,A
vocal,instrumental,A
frequent,infrequent,A
integrated,segregated,A
integrated,nonintegrated,A
reverse,forward,A
joint,separate,A
functional,organic,A
functional,nonfunctional,A
better,good,S
better,well,S
better,evil,A
better,ill,A
better,bad,A
better,worse,A
matched,mismatched,A
basic,incidental,A
figurative,nonliteral,S
figurative,literal,A
sized,unsized,A
speaking,nonspeaking,A
independent,main,S
independent,dependent,A
sensory,sensorial,S
sensory,sensational,S
sensory,extrasensory,A
loud,forte,S
loud,piano,A
loud,soft,A
rhythmic,rhythmical,S
rhythmic,unrhythmical,A
poor,rich,A
gastrointestinal,GI,S
gi,gastrointestinal,S
falling,rising,A
asleep,awake,A
nocturnal,diurnal,A
affected,unnatural,S
affected,stirred,S
affected,touched,S
affected,moved,S
affected,unaffected,A
affected,unmoved,A
poorer,poor,S
poorer,rich,A
emotional,cerebral,A
emotional,unemotional,A
closest,near,S
closest,nigh,S
closest,close,S
closest,distant,A
closest,far,A
disintegrative,integrative,A
unrelated,related,A
specified,unspecified,A
substantial,material,S
substantial,real,S
substantial,insubstantial,A
classic,classical,S
classic,nonclassical,A
high,high-pitched,S
high,low,A
functioning,malfunctioning,A
odd,uneven,S
odd,even,A
focused,focussed,S
focused,unfocused,A
former,latter,A
profound,superficial,A
physical,mental,A
possible,potential,S
possible,actual,A
possible,impossible,A
regressive,progressive,A
meaningful,meaningless,A
increasing,decreasing,A
multiple,single,A
heritable,inheritable,S
heritable,noninheritable,A
medical,aesculapian,S
medical,surgical,A
attributable,unattributable,A
unaffected,unmoved,S
unaffected,untouched,S
unaffected,affected,A
unaffected,moved,A
material,real,S
material,corporeal,S
material,substantial,S
material,incorporeal,A
material,insubstantial,A
material,immaterial,A
traceable,trackable,S
traceable,untraceable,A
parental,maternal,S
parental,paternal,S
parental,filial,A
confirmed,unconfirmed,A
reliable,dependable,S
reliable,unreliable,A
extensive,intensive,A
infectious,noninfectious,A
heavy,light,A
illicit,licit,A
prenatal,antepartum,S
prenatal,antenatal,S
prenatal,perinatal,A
prenatal,postnatal,A
aware,cognizant,S
aware,mindful,S
aware,cognisant,S
aware,unaware,A
aware,unmindful,A
decreasing,increasing,A
clear,well-defined,S
clear,unclear,A
clear,cloudy,A
clear,ill-defined,A
clear,opaque,A
molecular,molar,A
cellular,noncellular,A
neuroanatomical,neuroanatomic,S
pathological,pathologic,S
human,nonhuman,A
postmortem,postmortal,S
postmortem,antemortem,A
nervous,neural,S
balanced,unbalanced,A
consistent,ordered,S
consistent,coherent,S
consistent,logical,S
consistent,reproducible,S
consistent,inconsistent,A
consistent,unreproducible,A
consistent,incoherent,A
regulated,unregulated,A
detected,undetected,A
structural,geomorphologic,S
structural,morphologic,S
structural,geomorphological,S
structural,morphological,S
enabling,disabling,A
abnormal,unnatural,S
abnormal,normal,A
low,low-pitched,S
low,high,A
low-level,subordinate,S
low-level,dominant,A
weak,strong,A
transient,transeunt,S
transient,immanent,A
electrical,electric,S
considerable,inconsiderable,A
auditory,auditive,S
auditory,audile,S
visual,optical,S
visual,optic,S
visual,ocular,S
effective,efficacious,S
effective,effectual,S
effective,ineffective,A
earlier,early,S
earlier,middle,A
earlier,late,A
typical,atypical,A
narrow,narrow-minded,S
narrow,wide,A
narrow,broad-minded,A
hard,difficult,S
hard,concentrated,S
hard,surd,S
hard,unvoiced,S
hard,voiceless,S
hard,voiced,A
hard,easy,A
hard,soft,A
young,immature,S
young,old,A
oriented,orientated,S
oriented,unoriented,A
satisfactory,unsatisfactory,A
rigid,nonrigid,A
useful,utile,S
useful,useless,A
modified,unmodified,A
accurate,inaccurate,A
broadband,wideband,S
designed,intentional,S
designed,undesigned,A
inappropriate,appropriate,A
impractical,practical,A
qualitative,quantitative,A
persistent,lasting,S
persistent,caducous,A
symbolic,symbolical,S
available,unavailable,A
pediatric,paediatric,S
hearing,deaf,A
high-resolution,low-resolution,A
commercial,noncommercial,A
adequate,equal,S
adequate,inadequate,A
metabolic,metabolous,S
metabolic,ametabolic,A
helpful,unhelpful,A
stable,unstable,A
handled,handleless,A
professional,nonprofessional,A
professional,unprofessional,A
uncertain,incertain,S
uncertain,unsure,S
uncertain,unsealed,S
uncertain,certain,A
uncertain,sealed,A
little,small,S
little,slight,S
little,short,S
little,much,A
little,tall,A
little,large,A
relative,comparative,S
relative,absolute,A
maladaptive,adaptive,A
crucial,important,S
crucial,noncrucial,A
applied,theoretical,A
structured,unstructured,A
residential,nonresidential,A
home,away,A
psychoactive,psychotropic,S
psychoactive,nonpsychoactive,A
empirical,empiric,S
empirical,theoretical,A
mild,intense,A
thinner,lean,S
thinner,thin,S
thinner,thick,A
thinner,fat,A
thinner,full,A
expensive,cheap,A
indirect,collateral,S
indirect,lineal,A
indirect,direct,A
born,unborn,A
lost,won,A
lost,found,A
lost,saved,A
inadequate,unequal,S
inadequate,adequate,A
financial,fiscal,S
unselected,selected,A
modest,immodest,A
unlikely,improbable,S
unlikely,probable,A
unlikely,likely,A
fair,just,S
fair,unfair,A
fair,foul,A
employed,unemployed,A
real,existent,S
real,substantial,S
real,material,S
real,nominal,A
real,insubstantial,A
real,unreal,A
perinatal,prenatal,A
perinatal,postnatal,A
maternal,parental,S
maternal,paternal,S
maternal,paternal,A
maternal,filial,A
paternal,parental,S
paternal,maternal,S
paternal,maternal,A
paternal,filial,A
obstetric,obstetrical,S
wild,untamed,S
wild,tame,A
derived,underived,A
patient,impatient,A
intolerable,unbearable,S
intolerable,unendurable,S
intolerable,tolerable,A
separate,joint,A
established,constituted,S
established,unestablished,A
psychiatric,psychiatrical,S
online,on-line,S
online,off-line,A
light,light-colored,S
light,heavy,A
light,dark,A
reflected,unreflected,A
indicative,declarative,S
surface,overhead,A
surface,subsurface,A
diffuse,soft,S
diffuse,diffused,S
diffuse,hard,A
white,black,A
dark,light,A
bright,undimmed,S
bright,dimmed,A
bright,dull,A
unqualified,incompetent,S
unqualified,competent,A
unqualified,qualified,A
appropriate,inappropriate,A
visible,seeable,S
visible,invisible,A
directional,omnidirectional,A
incoming,outgoing,A
realistic,unrealistic,A
bidirectional,unidirectional,A
terrestrial,tellurian,S
terrestrial,terrene,S
terrestrial,planetary,S
terrestrial,telluric,S
terrestrial,aquatic,A
terrestrial,amphibious,A
fresh,sweet,S
fresh,stale,A
fresh,preserved,A
fresh,salty,A
darkest,dark,S
darkest,light,A
highest,high-pitched,S
highest,high,S
highest,low,A
measured,mensurable,S
measured,mensural,S
mathematical,numerical,S
mathematical,verbal,A
proportionate,disproportionate,A
intrinsic,intrinsical,S
intrinsic,extrinsic,A
astronomical,astronomic,S
resolved,solved,S
resolved,unsolved,A
absolute,relative,A
content,contented,S
content,discontented,A
outer,out,S
outer,inner,A
outer,safe,A
metallic,metal,S
metallic,nonmetallic,A
down,up,A
organic,functional,A
organic,inorganic,A
geometric,geometrical,S
refractive,refractile,S
colder,cold,S
colder,hot,A
stronger,stiff,S
stronger,strong,S
stronger,potent,S
stronger,weak,A
stronger,impotent,A
cut,mown,S
cut,trimmed,S
cut,uncut,A
cut,untrimmed,A
cut,unmown,A
darker,dark,S
darker,light,A
year-round,year-around,S
year-round,seasonal,A
smaller,small,S
smaller,little,S
smaller,large,A
lighter,light,S
lighter,light-colored,S
lighter,heavy,A
lighter,dark,A
color,colour,S
color,black-and-white,A
treeless,unwooded,S
treeless,wooded,A
deciduous,evergreen,A
cone-shaped,conical,S
cone-shaped,conic,S
cone-shaped,conelike,S
cool,warm,A
neutral,achromatic,S
neutral,positive,A
neutral,negative,A
neutral,chromatic,A
ideal,idealistic,S
deep,shallow,A
smooth,legato,S
smooth,staccato,A
smooth,rough,A
off,cancelled,S
off,on,A
side,bottom,A
side,top,A
black,white,A
maximum,maximal,S
maximum,minimal,A
covered,bare,A
artificial,unreal,S
artificial,natural,A
away,home,A
fine,coarse,A
atmospheric,atmospherical,S
plural,singular,A
linear,one-dimensional,S
linear,additive,S
linear,analogue,S
linear,analog,S
linear,digital,A
linear,planar,A
linear,nonlinear,A
linear,cubic,A
hebrew,Hebraical,S
hebrew,Hebraic,S
semitic,Semite,S
minor,nonaged,S
minor,underage,S
minor,major,A
unchanged,unaltered,S
unchanged,altered,A
unchanged,changed,A
preserved,destroyed,A
preserved,fresh,A
minuscule,minuscular,S
minuscule,majuscule,A
vertical,erect,S
vertical,upright,S
vertical,perpendicular,S
vertical,unerect,A
vertical,inclined,A
vertical,horizontal,A
majuscule,minuscule,A
horizontal,inclined,A
horizontal,vertical,A
open,receptive,S
open,unfastened,S
open,overt,S
open,opened,S
open,closed,A
open,unreceptive,A
open,covert,A
open,shut,A
phonetic,phonic,S
lowercase,uppercase,A
lower,low,S
lower,low-pitched,S
lower,high,A
numeric,numerical,S
numeric,numeral,S
southern,northern,A
bordered,unbordered,A
east,west,A
south,north,A
west,east,A
inland,coastal,A
continued,discontinued,A
urban,rural,A
diversified,undiversified,A
oldest,old,S
oldest,young,A
oldest,new,A
mobile,immobile,A
unable,able,A
native,aboriginal,S
native,foreign,A
native,nonnative,A
native,adopted,A
archaeological,archeological,S
archaeological,archeologic,S
archaeological,archaeologic,S
northern,southern,A
fertile,sterile,A
expanded,contracted,A
tied,laced,S
tied,fastened,S
tied,unlaced,A
tied,untied,A
disenfranchised,voteless,S
disenfranchised,voiceless,S
disenfranchised,disfranchised,S
disenfranchised,enfranchised,A
registered,unregistered,A
eligible,ineligible,A
literate,illiterate,A
shut,closed,S
shut,unopen,S
shut,open,A
protected,unprotected,A
segregated,unintegrated,S
segregated,integrated,A
racial,nonracial,A
periodic,periodical,S
periodic,aperiodic,A
implemented,enforced,S
implemented,unenforced,A
presidential,unpresidential,A
plain,unpatterned,S
plain,fancy,A
plain,patterned,A
longest,recollective,S
longest,tenacious,S
longest,long,S
longest,retentive,S
longest,short,A
longest,unretentive,A
downtown,uptown,A
labeled,labelled,S
labeled,tagged,S
labeled,unlabeled,A
concentric,homocentric,S
concentric,concentrical,S
concentric,eccentric,A
christian,unchristian,A
temperate,intemperate,A
warmer,warm,S
warmer,cool,A
cooler,cool,S
cooler,warm,A
hot,cold,A
hottest,hot,S
hottest,cold,A
vulnerable,invulnerable,A
climatic,climatical,S
center,right,A
center,left,A
powerful,powerless,A
kind,unkind,A
tracked,trackless,A
last,first,A
minus,plus,A
net,nett,S
net,gross,A
illegal,legal,A
middle,early,A
middle,late,A
full,empty,A
full,thin,A
top,side,A
top,bottom,A
gross,net,A
superior,superscript,S
superior,inferior,A
superior,adscript,A
superior,subscript,A
protective,unprotective,A
busy,idle,A
selected,unselected,A
permanent,lasting,S
permanent,impermanent,A
personal,impersonal,A
earned,unearned,A
lowest,low,S
lowest,low-pitched,S
lowest,high,A
lowered,raised,A
declared,undeclared,A
interstate,intrastate,A
running,passing,A
running,standing,A
pass,passing,S
pass,running,A
intentional,designed,S
intentional,undesigned,A
bicameral,unicameral,A
responsible,irresponsible,A
passing,pass,S
passing,running,A
headed,headless,A
headed,unheaded,A
judicial,juridic,S
judicial,juridical,S
elected,elective,S
elected,appointive,A
simple,unsubdivided,S
simple,compound,A
simple,complex,A
alcoholic,nonalcoholic,A
dry,sweet,A
dry,phlegmy,A
dry,wet,A
occupied,unoccupied,A
disfranchised,voteless,S
disfranchised,voiceless,S
disfranchised,disenfranchised,S
disfranchised,enfranchised,A
solid,liquid,A
solid,hollow,A
solid,gaseous,A
signed,unsigned,A
curious,incurious,A
won,lost,A
fiscal,financial,S
determined,undetermined,A
improved,unimproved,A
two-year,biennial,S
two-year,annual,A
two-year,perennial,A
doctoral,doctorial,S
stabler,stable,S
stabler,unstable,A
invulnerable,vulnerable,A
chaste,unchaste,A
loyal,patriotic,S
loyal,unpatriotic,A
loyal,disloyal,A
written,scripted,S
written,unwritten,A
written,spoken,A
written,unscripted,A
immortal,mortal,A
mortal,immortal,A
epic,epical,S
raised,lowered,A
guided,unguided,A
able,unable,A
restrained,unrestrained,A
medieval,mediaeval,S
youngest,young,S
youngest,immature,S
youngest,old,A
legitimate,illegitimate,A
dead,alive,A
dead,live,A
sent,unsent,A
angry,unangry,A
loved,unloved,A
proper,improper,A
destroyed,preserved,A
inevitable,evitable,A
temporary,impermanent,S
temporary,permanent,A
cyclic,cyclical,S
cyclic,acyclic,A
cyclic,noncyclic,A
dying,nascent,A
undefeated,defeated,A
willing,unwilling,A
married,matrimonial,S
married,marital,S
married,unmarried,A
bravest,courageous,S
bravest,brave,S
bravest,cowardly,A
cursed,curst,S
cursed,blessed,A
touched,stirred,S
touched,affected,S
touched,moved,S
touched,untouched,A
touched,unmoved,A
homosexual,heterosexual,A
homosexual,bisexual,A
roman,popish,S
roman,papistical,S
roman,R.C.,S
roman,romish,S
roman,Romanic,S
roman,Roman_Catholic,S
roman,papist,S
roman,Romanist,S
roman,papistic,S
consecrated,dedicated,S
consecrated,consecrate,S
consecrated,desecrated,A
tame,tamed,S
tame,wild,A
dedicated,consecrate,S
dedicated,consecrated,S
dedicated,desecrated,A
dedicated,undedicated,A
archeological,archaeological,S
archeological,archeologic,S
archeological,archaeologic,S
buried,interred,S
buried,inhumed,S
buried,unburied,A
uninhabited,inhabited,A
inhabited,uninhabited,A
holy,unholy,A
wet,lactating,S
wet,dry,A
clean,unobjectionable,S
clean,uncontaminating,S
clean,dirty,A
clean,unclean,A
maritime,nautical,S
maritime,marine,S
connected,unconnected,A
delphic,Delphian,S
elegant,inelegant,A
analyzed,unanalyzed,A
conventional,unconventional,A
conventional,nuclear,A
double,bivalent,S
double,single,A
double,multivalent,A
double,univalent,A
female,male,A
female,androgynous,A
blessed,blest,S
blessed,cursed,A
worst,sorry,S
worst,bad,S
worst,regretful,S
worst,best,A
worst,unregretful,A
worst,good,A
filled,unfilled,A
ambiguous,equivocal,S
ambiguous,unambiguous,A
ambiguous,unequivocal,A
extant,extinct,A
impossible,possible,A
supervised,unsupervised,A
moving,nonmoving,A
moving,unmoving,A
moving,still,A
moderate,immoderate,A
generous,ungenerous,A
generous,stingy,A
wanted,unwanted,A
uneducated,educated,A
original,unoriginal,A
moved,stirred,S
moved,touched,S
moved,affected,S
moved,unmoved,A
distant,remote,S
distant,close,A
settled,unsettled,A
hired,chartered,S
hired,leased,S
hired,unchartered,A
accompanied,attended,S
accompanied,unaccompanied,A
talented,gifted,S
talented,untalented,A
skilled,unskilled,A
tall,short,A
illiterate,literate,A
friendly,unfriendly,A
friendly,hostile,A
attended,accompanied,S
attended,unaccompanied,A
lucky,unlucky,A
appealing,likeable,S
appealing,sympathetic,S
appealing,likable,S
appealing,unappealing,A
appealing,unsympathetic,A
pleased,displeased,A
closing,opening,A
representative,nonrepresentative,A
bad,regretful,S
bad,sorry,S
bad,good,A
bad,unregretful,A
influential,uninfluential,A
attractive,repulsive,A
attractive,unattractive,A
remote,distant,S
remote,close,A
faced,faceless,A
received,standard,S
received,nonstandard,A
planned,unplanned,A
bound,free,A
bound,unbound,A
amended,unamended,A
newer,new,S
newer,worn,A
newer,old,A
instrumental,vocal,A
obvious,unobvious,A
ugly,beautiful,A
western,eastern,A
constitutional,unconstitutional,A
unfit,fit,A
existing,existent,S
existing,nonexistent,A
ready,unready,A
inaugural,exaugural,A
perfect,imperfect,A
conditional,unconditional,A
interesting,uninteresting,A
civilian,military,A
clement,inclement,A
expected,unexpected,A
owned,unowned,A
incomplete,uncomplete,S
incomplete,complete,A
official,unofficial,A
bloodiest,bloody,S
bloodiest,bloodless,A
decreased,reduced,S
decreased,increased,A
discontent,discontented,S
discontent,contented,A
defeated,undefeated,A
decisive,indecisive,A
dominant,recessive,A
dominant,subordinate,A
consecrate,dedicated,S
consecrate,consecrated,S
consecrate,desecrated,A
bloody,bloodless,A
sealed,certain,S
sealed,unsealed,A
constant,inconstant,A
aggressive,unaggressive,A
cautious,incautious,A
objective,accusative,S
objective,nonsubjective,S
objective,subjective,A
ultimate,proximate,A
strategic,strategical,S
appointed,appointive,S
appointed,elective,A
offensive,dysphemistic,S
offensive,unsavory,S
offensive,unsavoury,S
offensive,inoffensive,A
offensive,defensive,A
offensive,savory,A
offensive,euphemistic,A
idle,busy,A
past,present,A
past,future,A
subsequent,antecedent,A
cold,hot,A
backed,backless,A
authorized,authorised,S
authorized,unauthorized,A
spent,exhausted,S
spent,unexhausted,A
mistreated,ill-treated,S
mistreated,abused,S
mistreated,maltreated,S
mistreated,unabused,A
sitting,seated,S
sitting,standing,A
easy,difficult,A
easy,uneasy,A
stressed,accented,S
stressed,unstressed,A
fast,slow,A
suspected,unsuspected,A
domestic,foreign,A
domestic,undomestic,A
tender,untoughened,S
tender,tough,A
dramatic,undramatic,A
dramatic,lyric,A
senior,junior,A
innocent,guiltless,S
innocent,clean-handed,S
innocent,guilty,A
credible,believable,S
credible,incredible,A
noticed,unnoticed,A
thin,lean,S
thin,thick,A
thin,fat,A
thin,full,A
endocrine,endocrinal,S
endocrine,exocrine,A
bumpy,jumpy,S
bumpy,rough,S
bumpy,jolty,S
bumpy,rocky,S
bumpy,jolting,S
bumpy,smooth,A
proven,proved,S
proven,unproved,A
short,unretentive,S
short,little,S
short,forgetful,S
short,long,A
short,retentive,A
short,tall,A
healthy,unhealthy,A
broken,unkept,S
broken,unbroken,A
inside,outside,A
concrete,abstract,A
thick,thin,A
liberal,conservative,A
retentive,tenacious,S
retentive,recollective,S
retentive,long,S
retentive,unretentive,A
calvinistic,Calvinist,S
calvinistic,Calvinistical,S
fueled,unfueled,A
territorial,nonterritorial,A
territorial,extraterritorial,A
nativist,nativistic,S
valuable,worthless,A
bipolar,unipolar,A
trusting,trustful,S
trusting,distrustful,A
unsupported,supported,A
quiet,active,A
quiet,unquiet,A
quiet,noisy,A
high-pitched,high,S
high-pitched,low,A
aided,assisted,S
aided,unassisted,A
shy,unsure,S
shy,timid,S
shy,diffident,S
shy,confident,A
awkward,graceful,A
bicentennial,bicentenary,S
scheduled,unscheduled,A
comprehensive,noncomprehensive,A
biological,biologic,S
biological,adoptive,A
islamic,Muslim,S
islamic,Moslem,S
jewish,Judaic,S
orthodox,Eastern_Orthodox,S
orthodox,Jewish-Orthodox,S
orthodox,Russian_Orthodox,S
orthodox,Greek_Orthodox,S
orthodox,unorthodox,A
trained,untrained,A
educated,uneducated,A
traveled,untraveled,A
adoptive,adopted,S
adoptive,native,A
adoptive,biological,A
intended,unintended,A
studied,unstudied,A
pure,saturated,S
pure,impure,A
pure,unsaturated,A
deductive,inductive,A
correct,right,S
correct,incorrect,A
correct,wrong,A
logical,ordered,S
logical,coherent,S
logical,consistent,S
logical,incoherent,A
logical,illogical,A
reasonable,sensible,S
reasonable,unreasonable,A
dialectic,dialectical,S
